pin,household_id,zipcode,blockgroup,lat,lon,zone,liveyearround,liveparttime,everhit,howmanyhits,worry,timesevac,expectedmoreorless,evacuated,whenleft,advisedtogo,samechoice,evacpwithnote,evacpwithoutnote,yearborn,sex,hispanic,race,edu,income,ideology,party,elevation,milestocoast
14110026,10026,06405,1,41.26324,-72.842965,A,1,NA,1,2,3,0,3,2,NA,2,1,2,1,1928,1,2,3,3,4,3,1,13.21908855438232,0.2847689291045836
14110073,10073,06320,3,41.3106099999999,-72.0988239999999,A,1,NA,1,1,4,0,2,2,NA,1,1,2,2,1962,1,2,3,4,5,3,5,2.736275434494019,0.10569005990694014
14110097,10097,06405,4,41.2652349999999,-72.8252329999999,A,1,1,1,3,4,0,2,2,NA,2,1,5,4,1931,2,2,3,8,6,2,2,8.969582557678223,0.07776253289823631
14110130,10130,06615,1,41.154187,-73.1134179999999,A,1,1,1,3,6,1,4,2,NA,2,1,3,1,1950,1,2,3,7,5,3,3,7.976471424102783,0.20282878043296054
14110158,10158,06512,5,41.2694419999999,-72.8922469999999,A,1,1,1,2,1,0,1,2,NA,1,1,1,1,1948,1,2,3,6,5,3,2,5.31196117401123,0.10302703428585788
14110283,10283,06443,5,41.271396,-72.5909359999999,A,1,NA,1,5,4,0,3,2,NA,1,1,3,NA,1938,2,2,3,7,5,3,3,3.253564119338989,0.07866746515657833
14110306,10306,06512,1,41.262037,-72.866106,A,1,1,1,3,6,1,5,2,NA,3,2,5,1,1977,2,2,3,7,5,3,1,8.056736946105957,0.27932763463816607
14110460,10460,06605,2,41.151676,-73.2278529999999,A,1,1,1,5,4,0,5,2,NA,2,1,2,2,1964,2,2,3,8,5,3,1,6.001734256744385,0.20381289731177388
14110521,10521,06855,4,41.097606,-73.401936,A,1,1,1,1,3,0,2,2,NA,2,2,3,2,1976,1,1,4,5,3,1,3,5.759543418884277,0.1264985493944919
14110705,10705,06854,2,41.09104,-73.4129599999999,A,1,1,1,2,6,0,3,2,NA,1,1,2,2,1964,2,2,3,9,6,2,2,5.348647594451904,0.11241761986366387
14110795,10795,06475,1,41.2784669999999,-72.409665,A,1,1,1,2,7,2,5,1,1,1,1,5,NA,1937,2,2,3,5,5,3,1,2.050325632095337,0.037666569807867006
14110835,10835,06512,4,41.250827,-72.869213,A,1,NA,1,3,5,0,5,2,NA,2,1,2,2,1943,1,2,3,4,4,4,3,7.957511901855469,0.13807041806086284
14111009,11009,06512,3,41.252138,-72.875095,A,1,1,1,2,7,0,5,2,NA,2,1,5,2,1954,2,2,3,8,5,2,2,10.38617992401123,0.43458008740279563
14111195,11195,06405,1,41.263249,-72.843136,A,1,1,1,2,5,0,4,2,NA,2,2,4,2,1959,2,2,3,6,5,2,2,12.98907947540283,0.2872620161804461
14111263,11263,06824,2,41.118521,-73.262427,A,1,1,1,4,1,0,5,2,NA,1,1,5,5,1936,2,2,3,3,6,2,3,1.463587164878845,0.009189353201573582
14111356,11356,06870,2,41.026718,-73.565226,A,1,1,1,1,3,1,4,1,2,2,1,4,4,1963,1,2,3,9,6,4,3,7.47444486618042,0.2909292381184675
14111414,11414,06378,3,41.333562,-71.951395,A,2,1,1,2,3,1,4,1,1,1,2,3,3,1950,2,2,3,7,5,3,3,1.932546138763428,0.021489289526288324
14111533,11533,06376,4,41.29592,-72.2587029999999,A,2,1,1,0,4,0,4,2,NA,3,1,5,5,1941,1,2,3,7,5,3,3,9.317118644714355,0.3646836071994714
14111979,11979,06413,2,41.2575059999999,-72.5098859999999,A,2,1,3,2,5,0,3,NA,NA,2,1,3,2,1952,2,2,3,9,5,2,2,27.191993377037047,0.06601445970648802
14112233,12233,06460,5,41.216808,-73.021191,A,1,1,1,3,6,0,2,2,NA,2,1,3,2,1950,1,2,3,5,5,4,1,6.889163494110107,0.17481100457569496
14112830,12830,06437,3,41.2732639999999,-72.671783,A,1,1,1,2,6,2,4,2,NA,1,2,2,2,1959,1,2,3,4,4,4,5,4.830262660980225,0.09028229100549302
14112939,12939,06475,2,41.284367,-72.389576,A,1,1,1,6,7,2,3,1,2,1,2,4,3,1943,2,2,3,9,2,3,3,4.872532367706299,0.15393251985646278
14113052,13052,06413,2,41.274535,-72.534316,A,1,1,1,3,2,0,3,2,NA,2,1,3,2,1942,1,2,3,4,4,3,3,4.03283166885376,0.04043896072299576
14113238,13238,06516,4,41.257162,-72.951362,A,1,1,1,3,1,1,3,1,1,1,4,2,2,1924,2,2,3,4,1,4,1,2.404446601867676,0.09632485195176557
14113321,13321,06512,2,41.272302,-72.8714899999999,A,1,1,1,3,4,0,3,2,NA,2,1,1,1,1939,1,2,3,4,5,4,1,6.500751972198486,0.22330203128538648
14113528,13528,06516,4,41.2586689999999,-72.951603,A,2,1,1,1,1,0,4,2,NA,2,1,3,1,1966,1,2,3,4,3,3,5,4.420863151550293,0.20022862956984036
14113535,13535,06512,5,41.247199,-72.877499,A,1,1,1,2,1,0,1,2,NA,2,1,2,1,1939,1,2,3,5,2,1,1,8.220253944396973,0.13761615045720363
14113573,13573,06385,1,41.305779,-72.124024,A,1,1,1,2,4,0,3,2,NA,2,1,4,2,1954,2,2,4,7,5,2,2,7.763484001159668,0.12270417752723074
14113747,13747,06880,2,41.1481039999999,-73.363262,A,1,1,1,2,7,1,5,1,1,1,5,5,4,1953,2,2,2,4,1,3,2,3.816157341003418,0.03431038256863186
14113786,13786,06880,2,41.111747,-73.378189,A,1,1,1,2,5,0,5,2,NA,1,1,3,2,1947,1,2,3,7,6,3,3,5.116144180297852,0.07103193855987305
14113845,13845,06475,1,41.2834459999999,-72.3983989999999,A,2,1,2,2,5,0,3,NA,NA,2,1,5,5,1951,2,2,3,5,4,3,2,11.487623892707825,0.1783310492232409
14114093,14093,06512,4,41.2487569999999,-72.874609,A,1,1,1,2,1,0,5,2,NA,1,1,1,NA,1955,2,2,3,4,2,1,5,6.798585414886475,0.2572271507544267
14114238,14238,06382,1,41.449027,-72.09998,A,1,1,1,5,2,1,4,1,1,1,1,5,2,1987,2,2,3,6,3,3,6,8.00080680847168,0.04190041320408184
14114246,14246,06460,1,41.222746,-73.0446419999999,A,1,1,2,1,7,0,2,2,NA,2,3,5,3,1974,1,2,2,7,5,3,6,7.91050910949707,0.25425602626944194
14114416,14416,06512,3,41.262933,-72.892012,A,1,1,1,2,7,2,5,1,2,1,1,4,4,1952,2,2,3,6,4,2,2,1.951547980308533,0.08617391557447893
14114504,14504,06512,3,41.258406,-72.891011,A,1,1,1,2,5,1,3,1,1,1,2,4,NA,1949,2,2,7,4,2,3,4,1.391478776931763,0.06696302431985086
14114557,14557,06615,1,41.180577,-73.1369899999999,A,1,2,1,3,3,1,4,1,1,1,1,5,3,1959,2,2,1,4,3,3,2,4.195582866668701,0.5183144498584523
14114788,14788,06475,3,41.267229,-72.374857,A,1,1,1,4,5,1,4,1,1,1,4,4,4,1947,2,2,3,9,5,3,5,5.918234825134277,0.11336959871629887
14114983,14983,06443,1,41.2738609999999,-72.574894,A,2,1,1,2,4,0,4,2,NA,2,1,2,1,1969,2,2,3,9,6,4,1,7.455780029296875,0.15451443085994568
14115121,15121,06615,3,41.1496089999999,-73.133679,A,1,1,1,5,6,1,4,2,3,1,4,2,2,1955,1,2,3,5,4,3,3,3.009863138198853,0.09956813348724722
14115175,15175,06902,1,41.0590359999999,-73.546153,A,1,1,1,2,6,0,4,2,NA,2,2,5,3,1935,1,2,3,4,1,4,6,7.289343357086182,0.3127636068299024
14115208,15208,06460,1,41.2227269999999,-73.0454119999999,A,1,1,1,5,5,2,5,1,3,2,2,5,4,1938,2,2,3,5,2,3,1,7.628151416778564,0.2543323965109259
14115448,15448,06615,2,41.15008,-73.126846,A,1,1,1,3,3,1,3,1,2,1,2,4,3,1963,2,2,3,8,4,4,3,7.134673595428467,0.11910131032509613
14115471,15471,06460,1,41.233457,-72.995086,A,1,1,1,1,3,0,3,2,NA,2,1,4,2,1928,1,2,3,4,3,4,3,4.611024856567383,0.04194251411169725
14115500,15500,06854,1,41.103296,-73.41681,A,1,1,1,8,5,0,5,2,NA,2,2,5,2,1966,2,2,3,7,3,2,2,2.94449520111084,0.014823061977928287
14115584,15584,06880,2,41.098601,-73.373524,A,1,1,1,2,6,2,5,1,1,1,2,4,4,1961,2,2,3,8,1,2,4,2.042590618133545,0.006161416657158931
14115740,15740,06320,2,41.3184779999999,-72.09099,A,1,1,1,2,5,0,4,2,NA,1,2,2,1,1958,1,2,3,7,6,3,2,3.948010921478271,0.0813929968261037
14115945,15945,06513,3,41.3118399999999,-72.8889,A,1,1,1,3,7,2,5,1,3,1,2,5,2,1947,2,2,1,7,6,2,2,3.18172550201416,0.028349452989581105
14116133,16133,06512,1,41.2651389999999,-72.865395,A,1,1,1,2,5,0,2,2,NA,1,1,3,2,1937,2,2,3,4,2,3,2,4.107187747955322,0.06543757600618852
14116239,16239,06460,2,41.185923,-73.101104,A,1,1,1,2,4,0,3,NA,NA,2,2,5,3,1966,2,2,3,5,4,4,3,8.637536192626953,0.019775443867432872
14116324,16324,06512,2,41.251094,-72.8598429999999,A,1,NA,1,2,4,0,1,2,NA,1,3,3,3,1945,1,2,3,4,5,4,3,6.393551349639893,0.06522442139996916
14116519,16519,06460,2,41.2236639999999,-73.0028839999999,A,1,1,1,2,4,2,3,1,1,1,2,5,4,1955,2,2,3,9,5,3,2,2.578372001647949,0.06001657295605912
14116754,16754,06902,1,41.0354219999999,-73.5272949999999,A,1,1,1,2,3,0,3,2,NA,3,1,3,1,1981,1,2,3,7,6,3,5,9.688029289245605,0.20154577062545667
14116784,16784,06405,2,41.2649139999999,-72.75011,A,1,1,1,2,5,0,4,2,NA,2,2,4,3,1971,2,2,3,8,6,4,3,5.080562114715576,0.05878253392215794
14116881,16881,06890,1,41.130519,-73.2905999999999,A,2,1,1,5,3,1,5,1,1,1,1,5,3,1940,1,2,3,7,6,3,1,4.532007694244385,0.21854345442425477
14117014,17014,06405,1,41.260821,-72.793901,A,1,1,1,2,6,2,2,2,NA,2,3,4,NA,1971,2,2,3,7,4,3,3,1.122941851615906,0.026653192997710184
14117203,17203,06853,3,41.071783,-73.445812,A,1,1,1,2,7,0,3,1,2,2,3,5,3,1954,2,2,3,8,6,3,3,6.629097938537598,0.039414209730253356
14117757,17757,06473,2,41.368984,-72.857692,A,1,NA,1,1,4,0,2,2,NA,2,1,5,1,1938,2,2,3,7,2,3,3,10.82209396362305,0.6072674461654507
14117763,17763,06516,1,41.285265,-72.9514609999999,A,1,1,1,2,7,0,1,2,NA,2,1,NA,3,1949,2,2,3,5,2,1,2,10.05023574829102,0.4564755212293771
14117781,17781,06460,2,41.210441,-73.023959,A,1,1,1,2,4,0,4,2,NA,2,1,4,2,1950,2,2,3,7,4,3,3,5.909589767456055,0.11659912033589981
14117818,17818,06605,1,41.1539319999999,-73.219998,A,1,1,1,3,6,0,4,2,NA,1,2,5,4,1945,2,2,3,8,3,3,3,2.368464946746826,0.02727474758236894
14117963,17963,06512,3,41.2504539999999,-72.871144,A,1,NA,1,1,2,0,4,2,NA,2,1,4,NA,1942,1,2,3,6,1,4,1,8.094579696655273,0.24143028863321733
14118159,18159,06820,4,41.0457669999999,-73.488512,A,1,1,1,2,2,1,4,1,1,1,1,2,NA,1936,2,2,3,7,3,4,1,3.676200389862061,0.10736208434413856
14118258,18258,06385,2,41.3515999999999,-72.172397,A,1,1,1,2,4,0,2,2,NA,2,1,3,1,1964,1,2,3,5,5,3,3,22.87627410888672,0.22877069418416104
14118277,18277,06615,1,41.1705079999999,-73.1145829999999,A,1,1,1,3,5,2,2,1,1,1,3,4,4,1955,2,2,3,7,2,3,3,2.411493301391602,0.026887648698870507
14118578,18578,06512,3,41.2604669999999,-72.8934239999999,A,1,1,1,2,4,2,5,1,2,2,2,3,3,1949,1,2,3,7,3,2,6,3.124377012252808,0.018414376291147058
14118628,18628,06357,1,41.300249,-72.231791,A,1,1,NA,2,3,2,3,1,1,2,2,5,NA,1938,2,2,3,5,3,2,2,8.947266578674316,0.10915326019714777
14118865,18865,06880,3,41.149838,-73.3613229999999,A,1,1,1,7,6,0,3,2,NA,2,2,3,2,1917,2,2,3,2,2,4,2,15.28629684448242,0.17986323325679568
14119015,19015,06405,1,41.28056,-72.8066759999999,A,1,1,1,2,1,0,3,2,NA,2,1,2,1,1935,2,2,3,6,1,4,3,10.76079177856445,0.1168638915509412
14119351,19351,06382,1,41.440515,-72.092036,A,1,1,1,4,6,0,4,2,NA,2,2,4,2,1966,2,2,7,8,5,4,1,16.69861602783203,0.07852430267031325
14119435,19435,06379,1,41.360477,-71.8403409999999,A,2,1,1,2,3,0,4,2,NA,2,1,1,1,1946,1,2,3,8,4,3,3,3.78043532371521,0.013527071105447083
14119617,19617,06375,2,41.399639,-72.108895,A,1,2,1,1,4,0,2,2,NA,3,3,3,4,1931,2,2,3,4,3,3,3,9.331231117248535,0.03680494966103841
14119761,19761,06608,3,41.187967,-73.187899,A,1,1,2,0,3,0,1,2,1,3,3,3,1,1936,1,1,3,10,2,3,2,4.554572105407715,0.04699605900650836
14119802,19802,06512,4,41.253822,-72.8999749999999,A,1,NA,1,4,6,3,1,1,1,1,1,1,3,1950,2,2,3,4,3,3,3,10.00989246368408,0.05166356326627941
14120409,20409,06357,1,41.301527,-72.226971,A,1,1,1,2,2,0,4,2,NA,1,1,3,3,1970,1,2,3,6,6,5,1,6.335617542266846,0.07075527851050466
14120577,20577,06413,2,41.263852,-72.517474000000007,A,1,NA,1,2,3,1,2,1,1,2,2,4,2,1933,2,2,3,4,2,3,2,2.373591423034668,0.08932865751723994
14120993,20993,06385,3,41.330049,-72.1734189999999,A,1,NA,1,2,3,0,3,2,NA,2,1,3,1,1951,2,2,3,7,5,3,1,3.511409282684326,0.08974297501191521
14121238,21238,06604,1,41.168356,-73.191569,A,1,1,2,2,5,0,3,NA,NA,2,1,2,2,1975,2,2,3,4,1,5,5,17.667347617321013,0.45138683735909724
14121279,21279,06890,1,41.144893,-73.2743009999999,A,1,1,1,4,2,0,1,2,NA,2,1,1,1,1943,2,2,3,5,4,4,1,6.600579261779785,0.5074203790411363
14121979,21979,06320,1,41.337723,-72.100161,A,1,1,1,3,3,0,2,2,NA,2,2,3,2,1960,2,1,3,4,3,3,2,2.3871750831604,0.02100181052316089
14122125,22125,06405,2,41.258609,-72.851723,A,1,1,1,2,5,0,3,2,NA,2,1,4,2,1954,1,2,7,8,6,2,2,5.819089412689209,0.01176494223644627
14122236,22236,06605,1,41.160262,-73.2259389999999,A,1,1,1,1,6,1,5,1,2,1,1,5,2,1958,2,1,3,4,2,3,2,6.665327072143555,0.16621928641774666
14122339,22339,06820,1,41.0710029999999,-73.449347,A,1,1,1,1,5,1,3,1,1,2,2,4,4,1948,1,2,3,9,5,2,2,5.3270263671875,0.06307651270113415
14122611,22611,06460,1,41.223559,-72.997297,A,1,NA,1,2,2,0,4,2,NA,1,2,3,2,1947,1,2,3,4,2,3,2,5.548907279968262,0.050305679943870286
14122928,22928,06460,2,41.2114809999999,-73.021811,A,1,1,1,2,3,0,3,2,NA,2,1,4,2,1943,1,2,3,8,4,4,3,3.828169345855713,0.13523839538659777
14123081,23081,06498,3,41.271878,-72.4849179999999,A,1,NA,1,2,2,1,2,1,1,1,1,5,4,1934,1,2,3,9,5,3,3,6.460312843322754,0.05708926014403903
14123095,23095,06512,2,41.2566539999999,-72.863692,A,1,1,1,1,5,1,4,1,2,2,1,4,3,1963,2,2,3,6,6,4,1,15.78934192657471,0.26531511948241565
14123230,23230,06405,2,41.259399,-72.8502399999999,A,1,1,1,2,4,0,5,2,NA,1,1,2,1,1963,2,2,3,6,4,2,2,7.489907741546631,0.06782774078065193
14123487,23487,06475,1,41.2852299999999,-72.397146,A,1,1,1,2,3,0,4,2,NA,2,1,5,3,1945,2,2,3,5,3,3,1,3.727335691452026,0.06696102845754547
14123611,23611,06443,4,41.26805,-72.646008,A,1,1,1,2,6,1,4,1,1,2,4,5,3,1967,2,2,3,9,5,2,2,5.224075794219971,0.08993492043571387
14123632,23632,06437,3,41.2735539999999,-72.669932,A,1,1,1,3,7,2,4,1,3,2,4,5,3,1982,2,2,3,7,4,1,3,4.417707920074463,0.10220944571113573
14123923,23923,06371,2,41.305352,-72.30356,A,1,NA,1,6,6,0,3,2,1,2,2,3,3,1956,1,2,3,4,2,3,3,10.56629943847656,0.10537232333667057
14123997,23997,06460,1,41.2145439999999,-73.0481599999999,A,1,1,1,4,5,0,4,2,NA,2,2,4,2,1969,1,2,3,9,4,4,1,5.110557556152344,0.09816296842544912
14124021,24021,06405,1,41.2630059999999,-72.796384,A,1,1,1,5,7,2,5,1,3,1,2,3,3,1962,2,2,7,6,1,3,5,3.105630159378052,0.03136408524503658
14124145,24145,06379,4,41.37821,-71.8354989999999,A,1,1,1,2,3,1,3,2,NA,2,1,4,2,1986,2,2,3,8,3,2,2,5.263770580291748,0.18494798791311387
14124202,24202,06498,3,41.280135,-72.486045,A,1,1,1,2,6,0,4,2,NA,2,3,4,3,1949,1,2,3,5,3,3,1,9.849133491516113,0.09235018924681682
14124350,24350,06405,2,41.2761649999999,-72.799059,A,1,1,1,3,5,0,2,2,NA,2,2,3,2,1964,1,2,3,7,4,3,1,8.028955459594727,0.1791037355460509
14124470,24470,06512,3,41.2639169999999,-72.8938689999999,A,2,1,1,3,7,2,4,2,NA,1,2,5,4,1961,2,2,3,7,4,3,3,3.608681678771973,0.10146723993561452
14124672,24672,06385,1,41.315955,-72.125951,A,1,1,1,2,6,0,3,NA,NA,2,4,5,4,1958,2,2,3,7,5,2,2,78.10943332824706,0.7417989436933978
14124675,24675,06615,1,41.19621,-73.1176229999999,A,1,1,1,2,4,0,4,2,NA,2,2,2,1,1969,2,2,3,6,4,3,2,4.775070667266846,0.045690596668768645
14124748,24748,06498,3,41.269964,-72.4734799999999,A,2,1,1,1,6,1,5,1,1,1,2,4,4,1953,1,2,3,9,5,4,3,1.793564200401306,0.028495992681919248
14124915,24915,06475,2,41.2671169999999,-72.386491,A,1,1,1,1,2,0,3,2,NA,3,3,4,3,1959,1,2,3,8,5,2,2,5.517258644104004,0.09410593620058008
14124917,24917,06880,3,41.107601,-73.353359,A,2,1,1,2,4,2,5,1,1,1,1,5,4,1948,2,2,3,7,6,1,2,2.551174163818359,0.0738450577201863
14125062,25062,06512,5,41.246864,-72.8927699999999,A,1,1,1,2,1,0,4,2,NA,1,1,2,2,1980,2,1,3,6,2,3,5,3.243799686431885,0.185883660130628
14125085,25085,06460,1,41.197495,-73.0801069999999,A,2,1,1,4,5,1,2,2,2,2,1,5,4,1944,2,2,3,5,5,3,3,2.197783708572388,0.18912469899539217
14125602,25602,06357,1,41.3216189999999,-72.2447729999999,A,1,1,1,2,3,0,3,2,NA,2,1,5,4,1976,1,2,3,8,5,2,4,27.80341911315918,0.37615052140185845
14125615,25615,06824,2,41.1488009999999,-73.238297,A,1,1,1,4,4,0,4,2,NA,1,1,2,1,1952,1,2,3,7,4,2,3,2.615573883056641,0.02927547635908479
14125881,25881,06615,2,41.1520569999999,-73.1237809999999,A,1,1,1,2,4,0,3,2,NA,2,1,2,2,1944,1,2,3,8,5,2,2,8.486438751220703,0.17648839732627206
14126715,26715,06473,7,41.390115,-72.8720019999999,A,1,1,1,2,2,0,3,2,NA,2,1,5,2,1949,1,2,3,7,2,1,2,5.604165554046631,0.018495755447302767
14126802,26802,06830,1,41.0175259999999,-73.6222609999999,A,1,1,1,3,2,0,4,2,NA,2,1,3,1,1951,1,2,3,7,5,2,2,7.929553985595703,0.03778756060307926
14126831,26831,06413,2,41.2630589999999,-72.517459,A,1,1,1,2,2,0,4,2,NA,1,2,3,3,1931,2,2,3,8,3,5,1,3.470379590988159,0.09429648600935284
14127163,27163,06824,4,41.1340069999999,-73.243041,A,1,NA,1,2,3,2,5,1,2,1,1,5,5,1945,1,2,3,8,4,4,1,1.594931960105896,0.1096375053609124
14127305,27305,06824,3,41.121659,-73.268697,A,1,1,1,2,7,2,5,1,3,1,1,5,3,1908,1,2,3,9,6,2,2,2.163193225860596,0.07463281680977825
14127488,27488,06512,2,41.271041,-72.900686,A,1,1,1,2,5,0,4,2,NA,2,2,3,2,1965,1,2,3,4,4,2,1,4.193972110748291,0.17027714983289433
14127610,27610,06516,4,41.258592,-72.9455209999999,A,1,1,1,3,6,2,4,1,1,1,2,5,3,1965,2,2,3,8,5,2,2,3.608378887176514,0.09123856820158469
14127710,27710,06443,4,41.265956,-72.648818,A,1,1,2,2,5,0,3,NA,NA,2,1,5,5,1960,2,2,3,7,5,2,2,9.979125715179443,0.032276082481847726
14128050,28050,06460,2,41.2035899999999,-73.0641499999999,A,1,1,1,2,4,0,4,2,NA,1,1,1,1,1970,1,2,7,5,5,5,4,1.669582009315491,0.08077501047693778
14128159,28159,06405,2,41.253335,-72.808667,A,1,1,1,2,5,2,5,1,1,1,1,5,3,1951,2,2,3,8,5,2,2,8.606761932373047,0.06241976971519562
14128346,28346,06880,2,41.1156659999999,-73.347204,A,1,1,1,3,3,0,1,2,NA,2,1,2,1,1952,1,2,3,7,2,4,1,8.218814849853516,0.062383989065349074
14128357,28357,06355,2,41.343094,-71.976973,A,1,1,1,1,4,1,4,1,2,1,2,3,3,1938,1,2,3,9,5,3,3,1.913263082504272,0.023057346132809856
14128451,28451,06512,1,41.2641479999999,-72.867615,A,1,1,1,2,1,0,1,2,NA,2,1,1,NA,1949,1,2,3,4,3,3,3,6.825268745422363,0.14286296219851546
14128591,28591,06379,3,41.375846,-71.833812,A,1,1,1,3,3,0,5,2,NA,1,4,2,1,1961,2,2,3,8,3,3,2,7.025737762451172,0.04549010020224896
14128948,28948,06475,2,41.270648,-72.384652,A,2,1,1,2,4,2,2,1,1,1,1,5,5,1944,1,2,3,7,5,4,1,3.74535083770752,0.16742194990705325
14129112,29112,06460,1,41.213317,-73.0107919999999,A,1,1,1,2,3,0,4,2,NA,2,1,5,2,1947,2,2,3,5,3,3,2,18.50592231750488,0.17735614989785844
14129249,29249,06405,4,41.271974,-72.8273669999999,A,1,1,2,2,5,0,3,NA,NA,2,1,2,NA,1956,1,2,3,7,3,4,1,14.128105047473907,0.02036580568682552
14129439,29439,06824,1,41.1401639999999,-73.2639829999999,A,1,1,1,2,3,0,2,2,NA,1,1,3,2,1958,2,2,3,7,5,2,2,5.605496406555176,0.17983918185563683
14129473,29473,06357,1,41.3241289999999,-72.189036,A,1,1,1,3,5,1,3,1,1,3,2,4,3,1961,2,2,3,8,5,3,2,4.980225563049316,0.022200958505552176
14129746,29746,06605,1,41.1539319999999,-73.219998,A,1,1,1,3,2,0,5,2,NA,1,2,2,2,1953,1,2,3,5,3,3,3,2.368464946746826,0.02727474758236894
14130004,30004,06824,3,41.142709,-73.2444289999999,A,1,1,1,3,5,3,5,1,1,1,2,5,3,1973,2,2,3,9,6,4,3,3.420102834701538,0.34687478392215987
14130081,30081,06460,2,41.221583,-73.042809,A,1,1,1,2,4,0,5,2,NA,1,1,2,2,1955,2,2,3,4,2,3,5,4.689300060272217,0.18743988228560776
14130150,30150,06413,2,41.2696979999999,-72.5335259999999,A,1,1,1,2,7,0,3,2,NA,3,2,3,2,1952,2,2,3,9,4,4,1,3.960695266723633,0.09080879666873674
14130167,30167,06357,2,41.3117639999999,-72.2063789999999,A,1,1,1,2,4,0,5,2,NA,2,3,4,2,1936,1,2,3,8,5,4,1,3.209604978561401,0.1612076386721677
14130348,30348,06605,3,41.158822,-73.221861,A,1,1,1,2,2,0,2,2,NA,3,1,4,2,1988,2,2,7,9,2,1,5,7.033708095550537,0.19640926029625622
14130447,30447,06830,1,40.9960409999999,-73.658764,A,1,NA,1,2,2,0,3,2,NA,3,1,2,2,1941,1,2,3,7,5,3,5,7.112970352172852,0.02804324062234728
14130500,30500,06405,4,41.262098,-72.8210629999999,A,1,1,1,2,5,0,2,2,NA,2,2,4,2,1949,2,2,3,5,5,3,1,2.399486064910889,0.02286162480052798
14130535,30535,06880,4,41.1232779999999,-73.3659779999999,A,1,1,1,5,5,0,5,2,NA,2,1,4,1,1961,2,2,3,7,5,1,2,8.464502334594727,0.05295173233820457
14130768,30768,06605,3,41.154603,-73.2264169999999,A,1,1,1,2,7,1,5,2,NA,2,1,5,3,1965,2,1,1,7,4,2,6,6.780423641204834,0.2981836658097621
14130901,30901,06379,1,41.355843,-71.841665,A,1,1,1,2,6,2,5,1,1,1,1,5,3,1938,1,2,3,8,5,3,2,7.279687404632568,0.12736842298618153
14130955,30955,06605,1,41.155749,-73.2229169999999,A,1,1,1,2,5,0,4,2,NA,1,1,2,2,1970,1,2,3,9,6,2,2,8.048818588256836,0.14903603383037414
14131186,31186,06855,3,41.101114,-73.38455,A,1,1,1,4,5,0,4,2,NA,1,1,2,1,1964,2,2,3,7,6,4,1,5.786149024963379,0.02599120419032615
14131278,31278,06513,1,41.315338,-72.873027,A,1,1,3,0,1,0,1,2,4,2,1,5,5,1938,2,1,6,2,1,4,2,6.559878826141357,0.2851035347810183
14131473,31473,06378,3,41.335991,-71.9322049999999,A,1,1,1,2,5,2,4,1,1,1,1,5,2,1928,2,2,3,9,4,3,6,0.740692675113678,0.022643229649632786
14131572,31572,06498,5,41.2834739999999,-72.433886,A,2,1,1,0,4,0,3,1,2,2,1,4,3,1941,1,2,3,5,5,3,3,25.99947738647461,0.33653831891083585
14131775,31775,06902,2,41.0449559999999,-73.519552,A,1,1,1,1,5,0,3,2,NA,3,4,5,5,1978,2,2,1,7,2,4,6,6.926355838775635,0.1931101708145269
14132006,32006,06824,2,41.14488,-73.245379,A,1,1,1,2,5,2,5,1,2,1,1,5,4,1965,2,2,3,8,5,2,2,4.510980129241943,0.25822841569215377
14132234,32234,06443,1,41.272155,-72.579981,A,1,1,1,1,4,0,4,2,NA,2,1,5,2,1947,2,2,3,7,5,3,3,3.350203037261963,0.03701038837444959
14132342,32342,06357,3,41.308511,-72.215012,A,1,1,1,5,3,0,5,2,NA,2,2,2,2,1943,2,2,3,6,3,3,2,14.27221012115479,0.1658494168371043
14132358,32358,06460,1,41.213242,-73.034767,A,1,1,1,2,6,0,3,2,NA,2,1,2,2,1974,2,2,3,8,5,3,3,7.397740364074707,0.27672658135621175
14132428,32428,06607,3,41.17168,-73.169307,A,1,1,1,3,1,3,2,1,1,1,1,5,NA,1931,2,2,1,4,1,1,2,4.771829605102539,0.1867384524220185
14132458,32458,06824,3,41.130732,-73.268152,A,1,2,1,2,1,0,1,2,NA,2,1,1,NA,1932,2,2,3,3,1,5,1,6.078523635864258,0.1608564158163136
14132655,32655,06516,5,41.236923,-72.990088,A,1,1,1,5,4,0,3,2,NA,3,2,4,2,1964,2,2,3,5,3,3,2,4.500710010528564,0.11800721954888908
14132941,32941,06854,1,41.080032,-73.4180379999999,A,1,1,1,3,3,0,3,2,NA,2,1,1,1,1928,2,2,3,8,4,1,2,7.092342376708984,0.054791116649491094
14133108,33108,06475,2,41.28033,-72.391968,A,1,1,1,2,4,2,4,1,1,1,1,5,4,1934,2,2,3,8,3,3,1,2.791523456573486,0.08738462070396659
14133109,33109,06378,3,41.348761,-71.9097919999999,A,1,1,1,2,3,2,3,2,NA,2,2,4,2,1931,1,2,3,7,3,2,3,3.221812963485718,0.06828252391762729
14133401,33401,06512,5,41.247752,-72.890186,A,1,1,1,2,2,0,5,2,NA,2,2,4,2,1948,2,2,3,9,5,3,5,5.195724487304688,0.18253427517355855
14133444,33444,06516,5,41.238557,-72.9915299999999,A,1,1,1,2,5,0,5,2,NA,1,2,4,3,1943,1,2,7,7,5,3,5,5.332422256469727,0.040532343252922515
14133454,33454,06513,3,41.315319,-72.8878299999999,A,1,1,1,4,7,0,4,2,NA,2,2,5,2,1955,2,2,3,8,6,1,2,7.75327730178833,0.04394946486916198
