pin,household_id,zipcode,blockgroup,lat,lon,zone,liveyearround,liveparttime,everhit,howmanyhits,worry,timesevac,expectedmoreorless,evacuated,whenleft,advisedtogo,samechoice,evacpwithnote,evacpwithoutnote,yearborn,sex,hispanic,race,edu,income,ideology,party,elevation,milestocoast
14227879,27879,06516,1,41.2696839999999,-72.9530489999999,B,1,1,1,2,6,0,2,2,NA,2,1,5,4,1964,2,2,3,7,4,2,3,7.575197219848633,0.3485304157074783
14228331,28331,06511,2,41.303657,-72.915194,B,1,1,2,2,5,0,3,NA,NA,2,1,5,3,1980,2,2,7,9,3,1,2,17.792883451137545,0.3836185380915748
14228388,28388,06460,2,41.1960309999999,-73.102766,B,1,1,1,2,2,0,2,2,NA,2,1,1,1,1959,2,2,3,5,3,3,3,8.756462097167969,0.08038290250120653
14228728,28728,06824,3,41.1467839999999,-73.2691169999999,B,1,1,1,2,5,0,5,2,NA,2,1,4,1,1956,1,2,3,8,6,1,2,8.36539077758789,0.7004939347963574
14228807,28807,06511,1,41.308495,-72.9172319999999,B,1,1,2,2,5,0,3,NA,NA,2,1,5,1,1973,1,2,3,9,5,1,2,24.829848713588717,0.4673086794382723
14228828,28828,06460,2,41.235112,-73.000324,B,1,1,1,1,1,0,2,2,NA,2,1,5,1,1934,2,2,3,3,2,4,1,5.232102870941162,0.23711186406647433
14228954,28954,06512,1,41.284284,-72.881917,B,1,1,1,20,4,0,3,2,NA,2,1,5,1,1942,1,2,3,6,3,5,1,4.909616470336914,1.0095896549135097
14228986,28986,06519,2,41.2882219999999,-72.931492,B,1,1,1,2,5,0,4,2,NA,2,2,4,3,1960,2,2,1,6,2,2,2,8.19141960144043,0.312282618152754
14229131,29131,06475,4,41.287945,-72.380972,B,1,1,1,1,3,0,3,2,NA,1,2,3,1,1968,1,2,3,4,5,4,1,4.667065620422363,0.19678265627736807
14229281,29281,06498,5,41.285403,-72.44422,B,1,NA,1,3,6,0,4,2,NA,2,1,5,3,1963,2,2,3,3,3,4,3,9.323524475097656,0.37339259641235933
14229514,29514,06443,4,41.28607,-72.6267979999999,B,1,1,1,1,2,0,5,2,NA,2,1,2,1,1958,2,2,3,7,3,3,3,9.651061058044434,0.4370519243229148
14229618,29618,06511,2,41.30297,-72.91973,B,1,1,1,0,2,0,3,2,NA,2,1,2,1,1982,1,2,3,8,3,3,3,6.780353546142578,0.47716873951248545
14229686,29686,06511,1,41.3050119999999,-72.919853,B,1,1,1,2,3,0,2,2,NA,2,1,5,2,1974,1,2,3,9,5,3,5,7.587103366851807,0.5930616119334684
14230143,30143,06880,3,41.1316819999999,-73.2984519999999,B,1,1,1,2,4,0,5,2,NA,1,1,2,2,1940,1,2,3,5,4,3,3,6.73627233505249,0.04738462812648538
14230193,30193,06901,3,41.055316,-73.535711,B,1,1,2,2,5,0,3,NA,NA,2,1,4,3,1977,1,2,3,6,3,4,3,16.039577569370266,0.4592308632281655
14230576,30576,06460,2,41.234369,-73.0001769999999,B,1,1,1,2,5,0,3,2,NA,1,1,2,2,1934,1,2,7,9,4,3,6,8.094602584838867,0.2331943031947179
14230795,30795,06340,1,41.3448229999999,-72.024957,B,1,2,1,3,5,2,3,1,1,1,1,4,4,1951,1,2,3,4,3,3,2,6.294059753417969,0.5491577481609777
14230890,30890,06607,3,41.1794289999999,-73.1638959999999,B,1,1,1,2,7,2,5,1,1,1,2,5,3,1960,1,2,1,7,2,3,5,7.069279670715332,0.4075864927337453
14230924,30924,06378,1,41.357978,-71.913227,B,1,1,1,2,5,0,3,2,NA,2,1,4,3,1964,1,2,3,7,5,3,3,25.9579029083252,0.4381920653670831
14230980,30980,06607,4,41.17646,-73.165569,B,1,1,1,3,3,0,4,2,NA,2,1,2,1,1966,2,1,4,7,1,2,5,6.41086483001709,0.23996424382443787
14231105,31105,06512,2,41.2778229999999,-72.8791719999999,B,1,1,1,5,5,0,5,2,NA,2,1,5,2,1918,2,2,3,3,2,4,3,7.413740158081055,0.7389294027289158
14231503,31503,06902,3,41.038068,-73.529724,B,1,1,1,1,2,0,4,2,NA,1,2,5,2,1953,1,2,3,8,5,2,2,3.364453792572021,0.06775930101473387
14232216,32216,06825,1,41.168968,-73.224622,B,1,NA,1,0,4,0,5,2,NA,2,1,2,NA,1934,2,2,3,4,2,4,1,5.268872737884521,0.041842205109356254
14232334,32334,06607,6,41.183185,-73.167713,B,1,1,1,4,2,0,4,2,NA,2,1,5,2,1961,2,2,1,5,2,3,2,6.338274002075195,0.20062802247948178
14232831,32831,06902,3,41.044069,-73.524278,B,1,1,1,10,2,1,1,2,NA,2,1,NA,NA,1931,1,2,3,9,1,4,3,3.704166650772095,0.11689214682991886
14233053,33053,06516,4,41.274532,-72.9435919999999,B,1,1,1,10,5,0,4,2,NA,2,2,3,2,1974,2,2,2,7,4,3,5,7.305789470672607,0.360091129635026
14233339,33339,06607,1,41.181054,-73.1561219999999,B,1,1,1,2,7,1,5,2,1,2,1,5,3,1956,1,2,1,5,1,3,6,5.762416839599609,0.5140467165171293
14233594,33594,06830,2,41.0089,-73.636935,B,1,1,1,4,2,0,3,2,NA,2,1,5,2,1947,1,2,3,8,6,3,1,16.63464546203613,0.2063426323681402
14233747,33747,06614,2,41.202966,-73.1235109999999,B,1,1,1,0,2,0,1,2,NA,2,2,4,2,1971,1,2,7,8,4,2,2,12.54520893096924,0.5758747603118323
14234046,34046,06902,1,41.051864,-73.5254269999999,B,1,1,1,3,6,0,3,2,NA,1,5,5,1,1984,1,2,1,5,2,3,5,6.21933650970459,0.48262308289890676
14234358,34358,06460,2,41.191046,-73.0956259999999,B,1,1,1,5,5,0,4,2,NA,2,1,4,1,1957,1,2,3,4,5,3,5,6.373064517974854,0.33598305854448063
14234468,34468,06850,1,41.11858,-73.411377,B,2,1,NA,1,3,0,3,2,NA,2,2,4,2,1954,1,2,3,8,4,4,1,5.960274219512939,0.030670998945437563
14234469,34469,06901,1,41.055643,-73.536168,B,1,NA,2,2,5,0,3,NA,NA,2,1,3,2,1961,1,2,3,8,5,3,1,15.348664284305572,0.48156572047984686
14234532,34532,06516,3,41.279015,-72.9462719999999,B,1,1,1,10,1,0,3,2,NA,2,3,3,NA,1968,2,1,4,7,2,3,5,7.91798210144043,0.35267046908421573
14234536,34536,06854,2,41.0977949999999,-73.418828,B,1,NA,1,1,6,0,2,2,NA,2,3,5,3,1964,2,2,1,4,1,5,2,8.746465682983398,0.18119801105374608
14234558,34558,06615,1,41.18685,-73.134225,B,1,1,1,3,3,0,4,2,NA,2,4,5,5,1960,2,2,3,4,2,4,2,4.795506477355957,0.47543270861067355
14234674,34674,06511,3,41.3201079999999,-72.9131079999999,B,1,1,1,2,4,0,4,2,NA,2,2,5,2,1952,2,2,3,4,3,2,2,8.116331100463867,0.43924458301793723
14234781,34781,06902,2,41.0409539999999,-73.5421869999999,B,1,1,2,2,5,0,3,NA,NA,2,1,4,1,1970,2,2,2,8,6,1,5,9.412644561090469,0.08779150500194521
14234841,34841,06511,1,41.305554,-72.920771,B,1,1,1,2,4,0,1,2,NA,2,1,4,2,1951,2,2,1,5,5,3,5,4.797728061676025,0.636769156356374
14234999,34999,06608,1,41.182451,-73.180243,B,1,1,2,1,4,0,3,NA,NA,2,1,NA,NA,1941,2,1,3,4,1,1,2,23.087906825351716,0.24186524274123025
14235136,35136,06515,4,41.329391,-72.95663,B,1,NA,NA,2,3,0,1,2,NA,2,3,3,4,1962,2,2,1,4,1,4,2,8.053579330444336,0.1627262287496666
14235248,35248,06519,1,41.301163,-72.929002,B,1,1,2,2,5,0,3,NA,NA,2,1,4,2,1925,1,2,3,5,2,3,3,20.687424328002933,0.7587494011921733
14235344,35344,06511,1,41.3067769999999,-72.9168219999999,B,1,1,1,2,5,0,2,2,NA,2,1,4,1,1947,1,2,3,5,3,2,3,7.069703578948975,0.4295880241448134
14235377,35377,06516,2,41.2642409999999,-72.9495519999999,B,1,1,1,2,5,0,2,2,NA,2,2,5,3,1955,1,2,3,4,3,3,5,7.282924652099609,0.5194345951898685
14235402,35402,06513,2,41.3068839999999,-72.891756,B,1,1,1,1,6,0,1,2,NA,2,3,2,2,1948,2,1,3,7,2,3,2,10.00277328491211,0.08389017411843858
14235579,35579,06519,2,41.2854969999999,-72.9308649999999,B,1,1,2,2,5,0,3,NA,NA,2,1,NA,NA,1939,2,2,3,4,2,4,2,25.595112928791046,0.1789879262521264
14235831,35831,06615,1,41.186998,-73.1341709999999,B,1,NA,1,3,3,0,3,2,NA,2,1,4,3,1962,2,2,3,5,1,3,3,4.652183532714844,0.48003539373611254
14236763,36763,06513,1,41.314828,-72.901868,B,1,1,1,5,3,0,2,2,NA,2,1,1,1,1925,2,2,3,5,1,3,2,10.68507099151611,0.2109611942115513
14236809,36809,06516,4,41.275193,-72.9468269999999,B,1,1,1,2,5,2,4,1,2,1,2,4,2,1951,2,2,3,4,3,3,2,6.684090614318848,0.5028121851732025
14237490,37490,06516,3,41.264448,-72.955567,B,1,1,1,4,4,0,2,2,NA,2,2,3,2,1948,1,2,3,4,4,3,1,26.62461090087891,0.2062844221533071
14237654,37654,06902,2,41.059564,-73.543743,B,1,1,1,3,3,1,4,2,NA,2,1,5,2,1980,2,2,3,8,4,3,2,7.102691173553467,0.3554555811082452
14237659,37659,06902,2,41.0396629999999,-73.5269619999999,B,1,1,1,4,3,1,2,2,NA,1,4,3,3,1990,1,2,3,5,4,3,3,4.429848194122314,0.1260605879161144
14238115,38115,06605,3,41.1751179999999,-73.2141919999999,B,1,1,1,2,4,0,4,2,NA,2,2,5,3,1964,2,1,3,2,2,2,5,6.057766914367676,0.5582365373736214
14238168,38168,06615,2,41.185064,-73.130221,B,1,1,1,1,3,1,3,1,2,1,3,4,2,1962,2,2,3,7,4,1,3,4.706436157226562,0.23886848550874445
14238243,38243,06516,1,41.268714,-72.955965,B,1,NA,1,2,5,0,3,2,NA,2,1,3,2,1981,1,2,3,7,5,4,3,13.84391403198242,0.1826060720851781
14238686,38686,06513,4,41.3223709999999,-72.8748609999999,B,1,NA,1,2,3,0,2,2,NA,2,2,2,NA,1933,1,2,3,4,5,3,2,8.780976295471191,0.36254466194528073
14238834,38834,06890,2,41.1394659999999,-73.2962229999999,B,1,1,1,4,2,1,5,1,2,2,4,2,2,1961,2,2,3,7,5,3,3,9.369653701782227,0.14657438231240186
14239115,39115,06516,3,41.263677,-72.962195,B,1,1,1,2,6,0,5,2,NA,2,1,4,2,1951,1,2,3,5,4,3,2,9.381328582763672,0.0936235751900582
14239478,39478,06460,2,41.193608,-73.085305,B,1,1,2,2,5,0,3,NA,NA,2,1,5,2,1975,2,2,3,7,5,2,2,19.568485538272856,0.15424630702939057
14240855,40855,06901,2,41.05077,-73.5409429999999,B,1,1,1,4,4,0,3,2,NA,2,3,3,3,1962,2,1,7,4,2,3,6,5.425794124603271,0.23947155674644463
14241125,41125,06615,2,41.191324,-73.1280579999999,B,1,1,1,2,6,0,4,2,NA,2,2,4,1,1948,1,2,3,8,5,3,2,5.988950252532959,0.24246526517395547
14241234,41234,06405,5,41.2819209999999,-72.815162,B,1,1,1,4,5,0,4,2,NA,2,1,5,2,1964,2,2,3,4,4,4,1,8.897024154663086,0.4152821654695814
14241362,41362,06854,2,41.079683,-73.427554,B,1,1,1,2,6,0,4,2,NA,1,3,3,4,1966,1,2,7,4,4,3,5,12.53776264190674,0.2154586828041142
14241394,41394,06830,1,41.0306929999999,-73.613662,B,1,1,1,5,2,0,3,2,NA,1,1,2,2,1962,1,2,3,9,6,3,1,10.4484224319458,0.6607826918808908
14241531,41531,06437,3,41.285366,-72.671558,B,1,1,1,3,4,3,5,1,1,2,1,5,5,1933,2,2,3,5,3,2,5,6.196341037750244,0.35661242260089554
14241548,41548,06516,1,41.271262,-72.9382329999999,B,1,1,1,2,3,0,4,2,NA,2,1,2,1,1982,1,2,3,8,5,2,2,6.359180450439453,0.14855125749253542
14241556,41556,06902,1,41.044524,-73.535055,B,1,1,2,2,5,0,3,NA,NA,2,1,5,3,1987,2,2,3,8,3,3,3,8.105273737668991,0.1930997800478413
14241678,41678,06880,2,41.13195,-73.3308729999999,B,1,1,1,0,4,0,5,NA,NA,2,1,4,3,1935,1,2,3,7,5,3,3,29.822244747428893,0.6924157087875783
14241772,41772,06902,2,41.0588989999999,-73.542011,B,1,1,1,3,5,0,3,2,NA,2,1,5,2,1973,1,2,3,7,6,2,2,8.695528030395508,0.3458416345941237
14242039,42039,06820,3,41.068489,-73.4763159999999,B,1,1,1,2,2,1,5,2,NA,2,1,4,1,1977,1,2,3,7,6,3,1,12.16386127471924,0.16945118253505562
14242285,42285,06615,1,41.1829109999999,-73.1473589999999,B,1,1,1,1,4,0,4,2,NA,2,1,5,2,1985,1,2,1,7,3,3,3,6.927450180053711,0.8751282877434602
14242355,42355,06460,4,41.1986509999999,-73.107539,B,1,1,1,2,2,0,4,2,NA,2,1,3,1,1986,1,2,3,5,4,3,3,9.610044479370117,0.11248593978941865
14243542,43542,06512,2,41.279986,-72.875707,B,1,1,2,2,5,0,3,NA,NA,2,1,4,2,1954,2,1,5,8,1,4,5,23.11610717603683,0.6053266784658545
14243605,43605,06605,4,41.1730299999999,-73.203643,B,1,1,2,2,5,0,3,NA,NA,2,1,5,2,1975,1,2,2,10,2,2,2,22.358275550765992,0.4429691619275482
14243645,43645,06902,4,41.0437489999999,-73.5156099999999,B,2,1,1,4,1,0,3,2,NA,2,1,2,1,1942,1,2,3,7,6,5,5,10.13088417053223,0.25891064128825125
14243832,43832,06515,4,41.328521,-72.957457,B,1,1,1,1,4,0,2,2,NA,2,1,4,2,1955,2,2,1,8,4,3,2,4.84511661529541,0.08886957274540142
14244146,44146,06513,4,41.313075,-72.902791,B,1,1,1,1,3,0,1,2,NA,2,1,2,1,1966,1,1,3,5,3,3,3,7.411763668060303,0.20898954155692215
14244402,44402,06901,4,41.0567149999999,-73.5360589999999,B,2,1,1,1,5,1,1,2,3,2,1,5,4,1932,2,2,3,9,3,4,1,6.825870037078857,0.5046708400879335
14244602,44602,06607,6,41.182974,-73.169673,B,1,1,1,2,6,2,4,1,4,1,5,5,4,1988,2,2,1,5,1,3,2,5.894303321838379,0.11326667766444166
14244889,44889,06511,2,41.3184139999999,-72.9087619999999,B,1,1,1,2,3,0,5,2,NA,2,1,4,2,1945,1,2,3,8,3,2,2,8.498050689697266,0.195357473281485
14245187,45187,06604,1,41.184119,-73.191794,B,1,1,1,3,7,0,5,2,NA,2,1,5,1,1948,2,2,1,6,2,3,2,5.948793411254883,0.10661704643416442
14245198,45198,06516,3,41.271921,-72.951927,B,1,1,1,2,5,2,1,1,1,2,2,5,4,1960,1,2,3,4,5,3,5,5.83399486541748,0.47890369315698994
14245282,45282,06340,1,41.3436039999999,-72.028717,B,1,1,1,1,5,0,1,2,NA,2,3,4,3,1950,2,2,3,3,2,3,3,6.3703932762146,0.33658375916439875
14245342,45342,06824,3,41.144483,-73.268601,B,1,NA,1,5,3,0,3,2,NA,2,1,4,1,1937,1,2,3,6,5,3,3,7.170777320861816,0.5498485790672542
14245551,45551,06615,2,41.185185,-73.130367,B,1,1,1,2,2,0,1,2,NA,2,2,3,3,1935,2,2,3,5,5,3,2,4.806280612945557,0.2501633050985994
14245650,45650,06460,4,41.190061,-73.0907289999999,B,1,1,1,2,5,0,5,2,NA,1,3,4,4,1953,1,1,3,4,3,3,2,6.552982807159424,0.1959182733688497
14245770,45770,06519,1,41.301163,-72.9290019999999,B,1,1,2,0,5,0,3,NA,NA,2,1,4,4,1920,2,2,3,8,3,2,2,20.687424328002933,0.7587494011921733
14246078,46078,06890,2,41.14182,-73.29639,B,1,1,1,2,6,0,3,2,NA,2,1,5,2,1945,1,2,3,7,3,1,2,7.525404453277588,0.30393113958162776
14246410,46410,06614,2,41.200322,-73.1269709999999,B,1,1,1,2,3,0,3,2,NA,2,2,4,2,1964,2,2,3,4,4,2,3,8.167695999145508,0.4674999960325977
14246439,46439,06902,2,41.0409539999999,-73.5421869999999,B,1,1,2,2,5,0,3,NA,NA,2,1,5,2,1989,2,1,3,6,5,5,1,9.412644561090469,0.08779150500194521
14246621,46621,06516,2,41.2756049999999,-72.9440309999999,B,1,1,1,2,1,0,4,2,NA,2,1,3,1,1965,2,2,3,7,1,2,2,6.756735801696777,0.3601927607052589
14247125,47125,06516,3,41.2787259999999,-72.9493949999999,B,1,1,1,2,5,0,2,2,NA,2,2,3,1,1949,2,2,3,7,5,3,3,8.099557876586914,0.5104460489572588
14247251,47251,06511,1,41.3095119999999,-72.916476,B,1,NA,3,2,5,0,3,NA,NA,2,1,4,3,1945,2,2,1,5,2,3,2,29.203830111618043,0.44545872295956795
14247264,47264,06901,1,41.056913,-73.537282,B,1,1,1,2,5,0,5,2,NA,2,1,5,3,1933,2,2,3,2,2,4,1,6.630071640014648,0.44919989224624596
14247472,47472,06516,2,41.268143,-72.9497609999999,B,1,NA,1,2,3,0,4,2,NA,2,2,4,2,1952,1,2,3,8,5,3,3,6.396617412567139,0.49004475573940237
14248070,48070,06902,2,41.043328,-73.542816,B,1,1,1,1,1,0,2,2,NA,2,1,5,2,1973,2,1,5,7,4,3,2,7.170668125152588,0.10363199006207102
14248186,48186,06512,1,41.284356,-72.879157,B,1,1,1,2,5,0,5,2,NA,2,1,5,2,1982,2,2,3,4,2,3,5,6.537120342254639,0.8840733528076874
14248804,48804,06413,4,41.282387,-72.496463,B,1,1,1,3,3,0,3,2,NA,2,1,4,1,1970,1,2,2,7,3,2,3,10.15140151977539,0.3833167906551568
14249149,49149,06511,2,41.303733,-72.917347,B,1,1,1,3,2,0,3,2,NA,2,1,2,1,1953,1,2,3,8,3,2,2,6.351016044616699,0.48097758076203084
14249175,49175,06511,1,41.3063509999999,-72.919566,B,1,NA,1,2,2,0,1,2,NA,2,2,4,2,1948,2,2,4,4,3,3,2,7.545085430145264,0.5715074908940001
14249333,49333,06870,2,41.037357,-73.5647069999999,B,1,1,2,2,5,0,3,NA,NA,2,1,5,3,1979,2,2,7,8,6,4,6,25.495555960140226,0.5370134273752969
14249346,49346,06901,4,41.057803,-73.5368969999999,B,1,1,1,5,1,0,1,2,NA,2,1,1,1,1950,1,2,3,7,2,3,1,8.069186210632324,0.4930523767852494
14249540,49540,06902,1,41.044245,-73.535728,B,1,1,3,2,5,0,3,NA,NA,2,1,5,4,1990,2,2,3,7,4,3,3,7.370584672460556,0.23280321208357363
14249965,49965,06511,2,41.302816,-72.918439,B,1,1,1,1,5,0,3,2,NA,2,2,3,3,1969,2,2,3,4,2,3,2,5.304157257080078,0.43810219264494615
14249966,49966,06378,1,41.358736,-71.9174119999999,B,1,1,1,3,6,0,3,2,NA,2,1,2,3,1953,2,2,3,6,3,4,3,13.72731971740723,0.587806007906806
14250012,50012,06512,2,41.275728,-72.863702,B,1,1,1,3,5,0,5,2,NA,2,1,3,2,1960,1,2,3,6,5,3,2,7.667565822601318,0.06768260256794863
14250227,50227,06517,2,41.331116,-72.898463,B,1,1,2,2,5,0,3,NA,NA,2,1,5,1,1970,1,2,2,5,3,3,5,21.214426399116515,0.2653864586724964
14250444,50444,06516,1,41.2709729999999,-72.9515509999999,B,2,1,1,3,3,0,3,2,NA,2,1,5,3,1947,2,2,3,5,3,3,6,6.105149269104004,0.45848904134880286
14250546,50546,06443,4,41.285643,-72.628488,B,1,1,1,2,7,0,5,2,NA,2,2,NA,2,1957,1,1,3,4,3,3,2,9.1301851272583,0.3600299855870944
14250605,50605,06516,1,41.2715329999999,-72.9371009999999,B,1,1,1,1,4,0,1,2,NA,1,3,3,3,1978,2,2,3,7,2,3,6,6.456320285797119,0.08738087521556291
14251041,51041,06516,1,41.2722219999999,-72.9389029999999,B,1,1,1,2,4,0,3,2,NA,2,2,3,1,1935,1,2,7,8,1,2,3,6.012616634368896,0.14451568348347155
14251049,51049,06511,1,41.303955,-72.920156,B,1,1,1,1,4,0,4,2,NA,3,3,5,2,1977,1,2,3,7,5,2,2,6.938279628753662,0.5474332713803132
14251076,51076,06511,4,41.3207639999999,-72.915372,B,1,1,1,2,3,0,3,2,NA,2,1,5,3,1988,1,2,3,8,3,2,2,8.012615203857422,0.49290906478327284
14251308,51308,06511,1,41.3087829999999,-72.9123749999999,B,1,1,2,2,7,0,5,2,4,3,3,5,2,1959,2,2,1,5,1,3,2,6.289801597595215,0.22624253955065454
14251470,51470,06340,1,41.3426809999999,-72.0306039999999,B,1,1,1,7,5,0,3,2,NA,1,1,2,2,1942,1,2,3,7,3,1,5,5.034766674041748,0.22452716964492114
14251503,51503,06340,1,41.34465,-72.027265,B,1,1,1,5,3,0,3,2,NA,2,1,5,5,1957,1,2,1,5,3,3,2,6.200653076171875,0.43393935689651936
14251728,51728,06512,5,41.278928,-72.884551,B,1,1,1,2,2,0,4,2,NA,2,1,4,2,1966,2,2,3,4,5,3,1,6.838497638702393,0.851768983206606
14251862,51862,06902,3,41.0372789999999,-73.5298849999999,B,2,1,1,2,5,0,3,2,NA,2,2,4,3,1943,1,2,3,9,6,3,3,3.345280647277832,0.046380505073651615
14252116,52116,06519,1,41.301163,-72.9290019999999,B,1,1,1,3,3,0,3,2,NA,2,1,5,2,1921,2,2,3,5,2,2,2,6.305526733398438,0.7587494011921733
14253318,53318,06807,3,41.0427439999999,-73.601076,B,1,1,1,8,6,0,4,2,NA,1,2,3,3,1948,1,2,3,8,5,3,3,10.55346202850342,0.34285431546689316
14253363,53363,06385,3,41.343237,-72.1457869999999,B,1,1,1,4,6,0,3,2,NA,2,1,4,1,1958,2,2,7,8,2,1,2,13.98827171325684,0.3078676260126757
14253675,53675,06405,1,41.2821149999999,-72.76917,B,1,1,1,2,4,0,3,2,NA,2,2,2,2,1957,2,2,3,8,4,2,2,12.57637596130371,0.23268817172014714
14253814,53814,06516,4,41.2767139999999,-72.9490559999999,B,1,1,1,3,5,0,4,2,NA,2,3,4,4,1966,2,2,3,4,2,3,5,7.297318935394287,0.5580298386678226
14253864,53864,06824,2,41.156556,-73.248506,B,1,1,1,4,5,0,4,2,NA,2,1,4,1,1975,2,2,3,8,6,3,2,9.137711524963379,0.5248893183181375
14253936,53936,06604,1,41.180382,-73.189925,B,1,1,1,2,5,0,4,2,NA,3,3,3,NA,1957,2,2,2,7,1,2,2,7.908110618591309,0.1797866326490565
14254407,54407,06604,3,41.177006,-73.22005,B,1,1,1,1,3,0,3,2,NA,2,1,5,3,1981,2,2,3,7,3,1,2,8.034294128417969,0.4378209958013888
14254609,54609,06340,1,41.34545,-72.027106,B,1,1,1,1,2,0,3,2,NA,2,2,4,2,1934,1,2,3,6,2,4,3,6.995569705963135,0.46146902318592026
14255036,55036,06516,3,41.265415,-72.955727,B,1,1,1,4,4,1,3,2,NA,2,1,5,1,1957,1,2,3,5,4,5,1,26.89288139343262,0.19070947037745448
14255669,55669,06510,1,41.304705,-72.922944,B,1,1,2,2,5,0,3,NA,NA,2,1,4,2,1986,2,2,3,8,5,3,2,16.406086698265074,0.6693433273426056
14255719,55719,06460,4,41.190482,-73.090298,B,1,1,1,4,6,0,5,2,NA,2,1,2,1,1962,2,2,3,4,5,3,5,6.36428165435791,0.19971203062468273
14255898,55898,06825,1,41.175131,-73.224601,B,1,1,1,3,4,0,4,2,NA,2,2,5,2,1956,1,2,3,9,3,3,1,8.25534725189209,0.2656158821662288
14255950,55950,06902,2,41.059564,-73.543743,B,2,1,1,2,5,1,5,2,NA,2,3,5,3,1926,2,2,3,8,4,2,2,7.102691173553467,0.3554555811082452
14256579,56579,06460,2,41.195619,-73.0857319999999,B,1,1,1,4,5,0,4,2,NA,2,1,2,1,1977,2,2,3,4,4,3,5,8.167101860046387,0.27560098249865067
14256710,56710,06511,3,41.3170519999999,-72.9111439999999,B,2,1,2,2,5,0,3,NA,NA,2,1,5,4,1947,1,2,3,7,5,1,2,30.47408804702759,0.23686995047971182
14257017,57017,06405,3,41.279352,-72.8192389999999,B,1,1,1,3,5,0,4,2,NA,2,2,4,2,1954,1,2,3,5,5,3,3,7.094633102416992,0.46551527508380697
14257055,57055,06510,1,41.305845,-72.92584,B,1,1,2,2,5,0,3,NA,NA,2,1,5,2,1990,2,2,3,7,2,2,2,32.35685334407806,0.8260190667048035
14257180,57180,06880,4,41.127768,-73.364363,B,1,1,1,2,4,0,4,2,NA,2,1,4,2,1982,2,2,3,7,5,3,3,9.667193412780762,0.18080823572723442
14257216,57216,06880,1,41.126587,-73.352686,B,1,1,1,0,5,1,2,1,2,2,1,5,4,1946,2,2,3,5,3,3,6,9.69770336151123,0.5172024007968714
14257270,57270,06516,4,41.2674859999999,-72.953056,B,1,1,1,2,4,0,3,2,NA,2,2,5,2,1963,2,2,1,4,3,3,2,13.62822341918945,0.31692520335259555
14257366,57366,06511,1,41.303789,-72.9162149999999,B,1,1,2,2,5,0,3,NA,NA,2,1,4,2,1980,1,2,3,9,2,3,5,15.897391545143128,0.4301181201785395
14257402,57402,06405,3,41.283346,-72.8161659999999,B,1,1,1,10,1,0,4,2,NA,2,1,5,3,1923,2,2,3,4,2,4,1,9.247302055358887,0.4587800381604046
14257861,57861,06519,2,41.288229,-72.932905,B,1,1,1,2,3,0,5,2,NA,2,1,3,2,1990,2,2,3,4,1,3,6,7.731703281402588,0.3245723836905416
14257936,57936,06614,2,41.200658,-73.126807,B,1,1,1,4,5,0,2,2,NA,2,1,5,1,1973,2,2,3,7,5,3,3,8.944171905517578,0.4841785234322818
14258447,58447,06460,4,41.1868339999999,-73.092117,B,1,1,1,2,5,1,5,2,2,1,3,3,2,1958,2,2,3,7,3,3,3,5.791807651519775,0.12611994061549062
14258933,58933,06512,1,41.2804519999999,-72.872788,B,1,1,1,5,4,0,1,2,NA,2,2,4,2,1922,1,2,3,3,2,3,2,8.3053131103515625,0.4685547741336277
14259156,59156,06902,3,41.0372789999999,-73.5298849999999,B,1,1,1,2,5,0,1,2,NA,1,1,5,5,1973,1,2,3,9,5,3,1,3.345280647277832,0.046380505073651615
14259250,59250,06902,2,41.038402,-73.52529,B,1,NA,1,5,3,0,2,2,NA,1,2,4,1,1982,2,2,3,8,3,2,2,2.449691295623779,0.14914695274684034
14259656,59656,06516,3,41.273963,-72.956601,B,1,1,1,2,2,0,3,2,NA,3,1,4,3,1989,2,2,7,5,3,3,5,7.151762962341309,0.45590465690020676
14260014,60014,06475,1,41.295081,-72.3761769999999,B,1,1,1,3,4,1,2,1,2,1,3,5,4,1955,1,2,3,7,4,4,1,5.795220851898193,0.17478858059892896
14260141,60141,06443,3,41.28299,-72.59672,B,1,NA,1,2,6,0,4,2,NA,2,1,3,2,1923,2,2,3,7,5,3,2,8.474922180175781,0.5555446761632701
14260562,60562,06513,4,41.308649,-72.8995209999999,B,1,1,1,2,7,0,2,2,NA,2,4,5,3,1966,1,1,5,4,1,4,2,8.241100311279297,0.3207449941679865
14260569,60569,06608,2,41.18574,-73.1825709999999,B,1,1,1,2,7,0,3,2,NA,1,5,5,NA,1973,2,1,3,2,2,3,5,7.14231014251709,0.21885460522035624
14260843,60843,06902,2,41.0409539999999,-73.5421869999999,B,1,1,1,2,1,0,3,NA,NA,2,1,5,NA,1960,2,2,3,7,6,3,2,9.412644561090469,0.08779150500194521
14261419,61419,06607,2,41.176881,-73.1601969999999,B,1,1,1,1,7,0,3,2,NA,3,5,5,5,1976,1,1,3,4,2,3,5,3.692037582397461,0.1913052374280544
14261673,61673,06443,5,41.275764,-72.600401,B,1,1,1,2,6,0,1,2,NA,2,1,2,1,1954,2,2,3,8,3,3,3,19.68963432312012,0.3714088328573751
14261717,61717,06460,1,41.197137,-73.083436,B,1,1,1,0,4,0,3,2,NA,2,3,5,3,1979,2,2,3,8,5,1,3,6.528130054473877,0.2709182985691967
